whereItHappened,ts,f0_
spelling-bee,2024-07-01T08:47:00,20487
spelling-bee,2024-07-01T08:48:00,20451
spelling-bee,2024-07-01T08:49:00,20330
spelling-bee,2024-07-01T08:50:00,20334
spelling-bee,2024-07-01T08:51:00,20583
spelling-bee,2024-07-01T08:52:00,20336
spelling-bee,2024-07-01T08:53:00,20437
spelling-bee,2024-07-01T08:54:00,20481
spelling-bee,2024-07-01T08:55:00,20451
spelling-bee,2024-07-01T08:56:00,20650
spelling-bee,2024-07-01T08:57:00,20244
spelling-bee,2024-07-01T08:58:00,20474
spelling-bee,2024-07-01T08:59:00,20362
spelling-bee,2024-07-01T09:00:00,20584
spelling-bee,2024-07-01T09:01:00,20081
spelling-bee,2024-07-01T09:02:00,20032
spelling-bee,2024-07-01T09:03:00,19911
spelling-bee,2024-07-01T09:04:00,20023
spelling-bee,2024-07-01T09:05:00,20014
spelling-bee,2024-07-01T09:06:00,19957
spelling-bee,2024-07-01T09:07:00,19889
spelling-bee,2024-07-01T09:08:00,19856
spelling-bee,2024-07-01T09:09:00,19923
spelling-bee,2024-07-01T09:10:00,20033
spelling-bee,2024-07-01T09:11:00,19955
spelling-bee,2024-07-01T09:12:00,19991
spelling-bee,2024-07-01T09:13:00,19942
spelling-bee,2024-07-01T09:14:00,20130
spelling-bee,2024-07-01T09:15:00,20227
spelling-bee,2024-07-01T09:16:00,20002
spelling-bee,2024-07-01T09:17:00,19946
spelling-bee,2024-07-01T09:18:00,20275
spelling-bee,2024-07-01T09:19:00,19987
spelling-bee,2024-07-01T09:20:00,20163
spelling-bee,2024-07-01T09:21:00,20018
spelling-bee,2024-07-01T09:22:00,19992
spelling-bee,2024-07-01T09:23:00,20051
spelling-bee,2024-07-01T09:24:00,20055
spelling-bee,2024-07-01T09:25:00,19914
spelling-bee,2024-07-01T09:26:00,19820
spelling-bee,2024-07-01T09:27:00,19764
spelling-bee,2024-07-01T09:28:00,19952
spelling-bee,2024-07-01T09:29:00,19773
spelling-bee,2024-07-01T09:30:00,19787
spelling-bee,2024-07-01T09:31:00,19792
spelling-bee,2024-07-01T09:32:00,19695
spelling-bee,2024-07-01T09:33:00,19703
spelling-bee,2024-07-01T09:34:00,19618
spelling-bee,2024-07-01T09:35:00,19523
spelling-bee,2024-07-01T09:36:00,19424
spelling-bee,2024-07-01T09:37:00,19387
spelling-bee,2024-07-01T09:38:00,19349
spelling-bee,2024-07-01T09:39:00,19328
spelling-bee,2024-07-01T09:40:00,19262
spelling-bee,2024-07-01T09:41:00,19240
spelling-bee,2024-07-01T09:42:00,19050
spelling-bee,2024-07-01T09:43:00,19140
spelling-bee,2024-07-01T09:44:00,19264
spelling-bee,2024-07-01T09:45:00,19190
spelling-bee,2024-07-01T09:46:00,18903
spelling-bee,2024-07-01T09:47:00,18895
spelling-bee,2024-07-01T09:48:00,18950
spelling-bee,2024-07-01T09:49:00,19213
spelling-bee,2024-07-01T09:50:00,19046
spelling-bee,2024-07-01T09:51:00,19036
spelling-bee,2024-07-01T09:52:00,18988
spelling-bee,2024-07-01T09:53:00,18924
spelling-bee,2024-07-01T09:54:00,18934
spelling-bee,2024-07-01T09:55:00,19040
spelling-bee,2024-07-01T09:56:00,18790
spelling-bee,2024-07-01T09:57:00,18754
spelling-bee,2024-07-01T09:58:00,18907
spelling-bee,2024-07-01T09:59:00,18916
spelling-bee,2024-07-01T10:00:00,18766
spelling-bee,2024-07-01T10:01:00,18315
spelling-bee,2024-07-01T10:02:00,17803
spelling-bee,2024-07-01T10:03:00,18094
spelling-bee,2024-07-01T10:04:00,18095
spelling-bee,2024-07-01T10:05:00,18265
spelling-bee,2024-07-01T10:06:00,17933
spelling-bee,2024-07-01T10:07:00,17982
spelling-bee,2024-07-01T10:08:00,17954
spelling-bee,2024-07-01T10:09:00,18070
spelling-bee,2024-07-01T10:10:00,18105
spelling-bee,2024-07-01T10:11:00,17979
spelling-bee,2024-07-01T10:12:00,18091
spelling-bee,2024-07-01T10:13:00,18036
spelling-bee,2024-07-01T10:14:00,17874
spelling-bee,2024-07-01T10:15:00,17840
spelling-bee,2024-07-01T10:16:00,17907
spelling-bee,2024-07-01T10:17:00,17868
spelling-bee,2024-07-01T10:18:00,17753
spelling-bee,2024-07-01T10:19:00,17706
spelling-bee,2024-07-01T10:20:00,17897
spelling-bee,2024-07-01T10:21:00,17841
spelling-bee,2024-07-01T10:22:00,17926
spelling-bee,2024-07-01T10:23:00,17932
spelling-bee,2024-07-01T10:24:00,17818
spelling-bee,2024-07-01T10:25:00,17555
spelling-bee,2024-07-01T10:26:00,17525
spelling-bee,2024-07-01T10:27:00,17641
spelling-bee,2024-07-01T10:28:00,17624
spelling-bee,2024-07-01T10:29:00,17467
spelling-bee,2024-07-01T10:30:00,17076
spelling-bee,2024-07-01T10:31:00,16667
spelling-bee,2024-07-01T10:32:00,16712
spelling-bee,2024-07-01T10:33:00,16704
spelling-bee,2024-07-01T10:34:00,16638
spelling-bee,2024-07-01T10:35:00,16738
spelling-bee,2024-07-01T10:36:00,16573
spelling-bee,2024-07-01T10:37:00,16710
spelling-bee,2024-07-01T10:38:00,16492
spelling-bee,2024-07-01T10:39:00,16496
spelling-bee,2024-07-01T10:40:00,16590
spelling-bee,2024-07-01T10:41:00,16316
spelling-bee,2024-07-01T10:42:00,16377
spelling-bee,2024-07-01T10:43:00,16222
spelling-bee,2024-07-01T10:44:00,16328
spelling-bee,2024-07-01T10:45:00,16266
spelling-bee,2024-07-01T10:46:00,16152
spelling-bee,2024-07-01T10:47:00,16100
spelling-bee,2024-07-01T10:48:00,16009
spelling-bee,2024-07-01T10:49:00,16058
spelling-bee,2024-07-01T10:50:00,16088
spelling-bee,2024-07-01T10:51:00,16063
spelling-bee,2024-07-01T10:52:00,16094
spelling-bee,2024-07-01T10:53:00,16090
spelling-bee,2024-07-01T10:54:00,16204
spelling-bee,2024-07-01T10:55:00,16052
spelling-bee,2024-07-01T10:56:00,15891
spelling-bee,2024-07-01T10:57:00,16107
spelling-bee,2024-07-01T10:58:00,15908
spelling-bee,2024-07-01T10:59:00,15796
spelling-bee,2024-07-01T11:00:00,15953
spelling-bee,2024-07-01T11:01:00,15511
spelling-bee,2024-07-01T11:02:00,15337
spelling-bee,2024-07-01T11:03:00,15399
spelling-bee,2024-07-01T11:04:00,15384
spelling-bee,2024-07-01T11:05:00,15253
spelling-bee,2024-07-01T11:06:00,15203
spelling-bee,2024-07-01T11:07:00,15147
spelling-bee,2024-07-01T11:08:00,15100
spelling-bee,2024-07-01T11:09:00,14996
spelling-bee,2024-07-01T11:10:00,15055
spelling-bee,2024-07-01T11:11:00,15012
spelling-bee,2024-07-01T11:12:00,15219
spelling-bee,2024-07-01T11:13:00,15226
spelling-bee,2024-07-01T11:14:00,14994
spelling-bee,2024-07-01T11:15:00,14943
spelling-bee,2024-07-01T11:16:00,14992
spelling-bee,2024-07-01T11:17:00,14775
spelling-bee,2024-07-01T11:18:00,14978
spelling-bee,2024-07-01T11:19:00,15059
spelling-bee,2024-07-01T11:20:00,15002
spelling-bee,2024-07-01T11:21:00,14953
spelling-bee,2024-07-01T11:22:00,14882
spelling-bee,2024-07-01T11:23:00,15019
spelling-bee,2024-07-01T11:24:00,14869
spelling-bee,2024-07-01T11:25:00,15017
spelling-bee,2024-07-01T11:26:00,14851
spelling-bee,2024-07-01T11:27:00,14793
spelling-bee,2024-07-01T11:28:00,14788
spelling-bee,2024-07-01T11:29:00,14830
spelling-bee,2024-07-01T11:30:00,14823
spelling-bee,2024-07-01T11:31:00,14735
spelling-bee,2024-07-01T11:32:00,14512
spelling-bee,2024-07-01T11:33:00,14420
spelling-bee,2024-07-01T11:34:00,14447
spelling-bee,2024-07-01T11:35:00,14418
spelling-bee,2024-07-01T11:36:00,14415
spelling-bee,2024-07-01T11:37:00,14468
spelling-bee,2024-07-01T11:38:00,14617
spelling-bee,2024-07-01T11:39:00,14403
spelling-bee,2024-07-01T11:40:00,14429
spelling-bee,2024-07-01T11:41:00,14274
spelling-bee,2024-07-01T11:42:00,14478
spelling-bee,2024-07-01T11:43:00,14404
spelling-bee,2024-07-01T11:44:00,14336
spelling-bee,2024-07-01T11:45:00,14277
spelling-bee,2024-07-01T11:46:00,14029
spelling-bee,2024-07-01T11:47:00,14108
spelling-bee,2024-07-01T11:48:00,14158
spelling-bee,2024-07-01T11:49:00,14168
spelling-bee,2024-07-01T11:50:00,14085
spelling-bee,2024-07-01T11:51:00,14130
spelling-bee,2024-07-01T11:52:00,13990
spelling-bee,2024-07-01T11:53:00,13931
spelling-bee,2024-07-01T11:54:00,13911
spelling-bee,2024-07-01T11:55:00,13824
spelling-bee,2024-07-01T11:56:00,13785
spelling-bee,2024-07-01T11:57:00,13981
spelling-bee,2024-07-01T11:58:00,13678
spelling-bee,2024-07-01T11:59:00,13661
spelling-bee,2024-07-01T12:00:00,13588
spelling-bee,2024-07-01T12:01:00,13359
spelling-bee,2024-07-01T12:02:00,13263
spelling-bee,2024-07-01T12:03:00,13204
spelling-bee,2024-07-01T12:04:00,13104
spelling-bee,2024-07-01T12:05:00,13020
spelling-bee,2024-07-01T12:06:00,12993
spelling-bee,2024-07-01T12:07:00,13094
spelling-bee,2024-07-01T12:08:00,13161
spelling-bee,2024-07-01T12:09:00,13075
spelling-bee,2024-07-01T12:10:00,13377
spelling-bee,2024-07-01T12:11:00,13440
spelling-bee,2024-07-01T12:12:00,13397
spelling-bee,2024-07-01T12:13:00,13356
spelling-bee,2024-07-01T12:14:00,13230
spelling-bee,2024-07-01T12:15:00,13311
spelling-bee,2024-07-01T12:16:00,13365
spelling-bee,2024-07-01T12:17:00,13331
spelling-bee,2024-07-01T12:18:00,13198
spelling-bee,2024-07-01T12:19:00,13493
spelling-bee,2024-07-01T12:20:00,13289
spelling-bee,2024-07-01T12:21:00,13466
spelling-bee,2024-07-01T12:22:00,13314
spelling-bee,2024-07-01T12:23:00,13466
spelling-bee,2024-07-01T12:24:00,13286
spelling-bee,2024-07-01T12:25:00,13473
spelling-bee,2024-07-01T12:26:00,13237
spelling-bee,2024-07-01T12:27:00,13338
spelling-bee,2024-07-01T12:28:00,13361
spelling-bee,2024-07-01T12:29:00,13320
spelling-bee,2024-07-01T12:30:00,13068
spelling-bee,2024-07-01T12:31:00,13070
spelling-bee,2024-07-01T12:32:00,13191
spelling-bee,2024-07-01T12:33:00,13117
spelling-bee,2024-07-01T12:34:00,12883
spelling-bee,2024-07-01T12:35:00,13015
spelling-bee,2024-07-01T12:36:00,12872
spelling-bee,2024-07-01T12:37:00,12738
spelling-bee,2024-07-01T12:38:00,12946
spelling-bee,2024-07-01T12:39:00,12940
spelling-bee,2024-07-01T12:40:00,13062
spelling-bee,2024-07-01T12:41:00,13141
spelling-bee,2024-07-01T12:42:00,12964
spelling-bee,2024-07-01T12:43:00,12909
spelling-bee,2024-07-01T12:44:00,12943
spelling-bee,2024-07-01T12:45:00,12647
spelling-bee,2024-07-01T12:46:00,12909
spelling-bee,2024-07-01T12:47:00,12880
spelling-bee,2024-07-01T12:48:00,12769
spelling-bee,2024-07-01T12:49:00,12908
spelling-bee,2024-07-01T12:50:00,13074
spelling-bee,2024-07-01T12:51:00,12985
spelling-bee,2024-07-01T12:52:00,12836
spelling-bee,2024-07-01T12:53:00,12916
spelling-bee,2024-07-01T12:54:00,12926
spelling-bee,2024-07-01T12:55:00,12837
spelling-bee,2024-07-01T12:56:00,12811
spelling-bee,2024-07-01T12:57:00,12837
spelling-bee,2024-07-01T12:58:00,12768
spelling-bee,2024-07-01T12:59:00,12571
spelling-bee,2024-07-01T13:00:00,12504
spelling-bee,2024-07-01T13:01:00,12408
spelling-bee,2024-07-01T13:02:00,12317
spelling-bee,2024-07-01T13:03:00,12475
spelling-bee,2024-07-01T13:04:00,12382
spelling-bee,2024-07-01T13:05:00,12199
spelling-bee,2024-07-01T13:06:00,12066
spelling-bee,2024-07-01T13:07:00,12011
spelling-bee,2024-07-01T13:08:00,12077
spelling-bee,2024-07-01T13:09:00,11798
spelling-bee,2024-07-01T13:10:00,12144
spelling-bee,2024-07-01T13:11:00,12135
spelling-bee,2024-07-01T13:12:00,12174
spelling-bee,2024-07-01T13:13:00,12355
spelling-bee,2024-07-01T13:14:00,12208
spelling-bee,2024-07-01T13:15:00,12197
spelling-bee,2024-07-01T13:16:00,12071
spelling-bee,2024-07-01T13:17:00,12129
spelling-bee,2024-07-01T13:18:00,12075
spelling-bee,2024-07-01T13:19:00,12180
spelling-bee,2024-07-01T13:20:00,12105
spelling-bee,2024-07-01T13:21:00,12266
spelling-bee,2024-07-01T13:22:00,12265
spelling-bee,2024-07-01T13:23:00,12052
spelling-bee,2024-07-01T13:24:00,12089
spelling-bee,2024-07-01T13:25:00,12115
spelling-bee,2024-07-01T13:26:00,12069
spelling-bee,2024-07-01T13:27:00,11989
spelling-bee,2024-07-01T13:28:00,11879
spelling-bee,2024-07-01T13:29:00,11926
spelling-bee,2024-07-01T13:30:00,11979
spelling-bee,2024-07-01T13:31:00,12015
spelling-bee,2024-07-01T13:32:00,12038
spelling-bee,2024-07-01T13:33:00,11892
spelling-bee,2024-07-01T13:34:00,11805
spelling-bee,2024-07-01T13:35:00,11797
spelling-bee,2024-07-01T13:36:00,11871
spelling-bee,2024-07-01T13:37:00,11820
spelling-bee,2024-07-01T13:38:00,11752
spelling-bee,2024-07-01T13:39:00,11828
spelling-bee,2024-07-01T13:40:00,11821
spelling-bee,2024-07-01T13:41:00,11864
spelling-bee,2024-07-01T13:42:00,11613
spelling-bee,2024-07-01T13:43:00,11529
spelling-bee,2024-07-01T13:44:00,11649
spelling-bee,2024-07-01T13:45:00,11651
spelling-bee,2024-07-01T13:46:00,11702
spelling-bee,2024-07-01T13:47:00,11748
spelling-bee,2024-07-01T13:48:00,11653
spelling-bee,2024-07-01T13:49:00,11411
spelling-bee,2024-07-01T13:50:00,11465
spelling-bee,2024-07-01T13:51:00,11558
spelling-bee,2024-07-01T13:52:00,11567
spelling-bee,2024-07-01T13:53:00,11685
spelling-bee,2024-07-01T13:54:00,11620
spelling-bee,2024-07-01T13:55:00,11720
spelling-bee,2024-07-01T13:56:00,11598
spelling-bee,2024-07-01T13:57:00,11646
spelling-bee,2024-07-01T13:58:00,11570
spelling-bee,2024-07-01T13:59:00,11657
spelling-bee,2024-07-01T14:00:00,11556
spelling-bee,2024-07-01T14:01:00,11379
spelling-bee,2024-07-01T14:02:00,11325
spelling-bee,2024-07-01T14:03:00,11463
spelling-bee,2024-07-01T14:04:00,11512
spelling-bee,2024-07-01T14:05:00,11427
spelling-bee,2024-07-01T14:06:00,11395
spelling-bee,2024-07-01T14:07:00,11336
spelling-bee,2024-07-01T14:08:00,11427
spelling-bee,2024-07-01T14:09:00,11399
spelling-bee,2024-07-01T14:10:00,11457
spelling-bee,2024-07-01T14:11:00,11356
spelling-bee,2024-07-01T14:12:00,11384
spelling-bee,2024-07-01T14:13:00,11330
spelling-bee,2024-07-01T14:14:00,11224
spelling-bee,2024-07-01T14:15:00,11318
spelling-bee,2024-07-01T14:16:00,11242
spelling-bee,2024-07-01T14:17:00,11286
spelling-bee,2024-07-01T14:18:00,11192
spelling-bee,2024-07-01T14:19:00,11207
spelling-bee,2024-07-01T14:20:00,11396
spelling-bee,2024-07-01T14:21:00,11285
spelling-bee,2024-07-01T14:22:00,11271
spelling-bee,2024-07-01T14:23:00,11183
spelling-bee,2024-07-01T14:24:00,11256
spelling-bee,2024-07-01T14:25:00,11122
spelling-bee,2024-07-01T14:26:00,11100
spelling-bee,2024-07-01T14:27:00,11239
spelling-bee,2024-07-01T14:28:00,11137
spelling-bee,2024-07-01T14:29:00,11371
spelling-bee,2024-07-01T14:30:00,11276
spelling-bee,2024-07-01T14:31:00,11127
spelling-bee,2024-07-01T14:32:00,11216
spelling-bee,2024-07-01T14:33:00,11098
spelling-bee,2024-07-01T14:34:00,11306
spelling-bee,2024-07-01T14:35:00,11032
spelling-bee,2024-07-01T14:36:00,11049
spelling-bee,2024-07-01T14:37:00,10961
spelling-bee,2024-07-01T14:38:00,11152
spelling-bee,2024-07-01T14:39:00,10851
spelling-bee,2024-07-01T14:40:00,10963
spelling-bee,2024-07-01T14:41:00,10945
spelling-bee,2024-07-01T14:42:00,11193
spelling-bee,2024-07-01T14:43:00,11115
spelling-bee,2024-07-01T14:44:00,10887
spelling-bee,2024-07-01T14:45:00,11026
spelling-bee,2024-07-01T14:46:00,11021
spelling-bee,2024-07-01T14:47:00,10948
spelling-bee,2024-07-01T14:48:00,11070
spelling-bee,2024-07-01T14:49:00,10969
spelling-bee,2024-07-01T14:50:00,11047
spelling-bee,2024-07-01T14:51:00,10995
spelling-bee,2024-07-01T14:52:00,10944
spelling-bee,2024-07-01T14:53:00,11063
spelling-bee,2024-07-01T14:54:00,10991
spelling-bee,2024-07-01T14:55:00,11139
spelling-bee,2024-07-01T14:56:00,11009
spelling-bee,2024-07-01T14:57:00,11086
spelling-bee,2024-07-01T14:58:00,11088
spelling-bee,2024-07-01T14:59:00,11120
spelling-bee,2024-07-01T15:00:00,11109
spelling-bee,2024-07-01T15:01:00,10526
spelling-bee,2024-07-01T15:02:00,10853
spelling-bee,2024-07-01T15:03:00,10774
spelling-bee,2024-07-01T15:04:00,10685
spelling-bee,2024-07-01T15:05:00,10788
spelling-bee,2024-07-01T15:06:00,10739
spelling-bee,2024-07-01T15:07:00,10832
spelling-bee,2024-07-01T15:08:00,10838
spelling-bee,2024-07-01T15:09:00,10777
spelling-bee,2024-07-01T15:10:00,10757
spelling-bee,2024-07-01T15:11:00,10728
spelling-bee,2024-07-01T15:12:00,10617
spelling-bee,2024-07-01T15:13:00,10769
spelling-bee,2024-07-01T15:14:00,10809
spelling-bee,2024-07-01T15:15:00,10715
spelling-bee,2024-07-01T15:16:00,10669
spelling-bee,2024-07-01T15:17:00,10903
spelling-bee,2024-07-01T15:18:00,10935
spelling-bee,2024-07-01T15:19:00,10904
spelling-bee,2024-07-01T15:20:00,10901
spelling-bee,2024-07-01T15:21:00,10983
spelling-bee,2024-07-01T15:22:00,10865
spelling-bee,2024-07-01T15:23:00,10950
spelling-bee,2024-07-01T15:24:00,10879
spelling-bee,2024-07-01T15:25:00,10751
spelling-bee,2024-07-01T15:26:00,10783
spelling-bee,2024-07-01T15:27:00,10779
spelling-bee,2024-07-01T15:28:00,10772
spelling-bee,2024-07-01T15:29:00,10908
spelling-bee,2024-07-01T15:30:00,10998
spelling-bee,2024-07-01T15:31:00,10838
spelling-bee,2024-07-01T15:32:00,10989
spelling-bee,2024-07-01T15:33:00,11024
spelling-bee,2024-07-01T15:34:00,10782
spelling-bee,2024-07-01T15:35:00,11091
spelling-bee,2024-07-01T15:36:00,10841
spelling-bee,2024-07-01T15:37:00,10856
spelling-bee,2024-07-01T15:38:00,10929
spelling-bee,2024-07-01T15:39:00,10854
spelling-bee,2024-07-01T15:40:00,10639
spelling-bee,2024-07-01T15:41:00,11018
spelling-bee,2024-07-01T15:42:00,10925
spelling-bee,2024-07-01T15:43:00,10861
spelling-bee,2024-07-01T15:44:00,10924
spelling-bee,2024-07-01T15:45:00,10982
spelling-bee,2024-07-01T15:46:00,10894
spelling-bee,2024-07-01T15:47:00,11033
spelling-bee,2024-07-01T15:48:00,10968
spelling-bee,2024-07-01T15:49:00,11213
spelling-bee,2024-07-01T15:50:00,10891
spelling-bee,2024-07-01T15:51:00,11079
spelling-bee,2024-07-01T15:52:00,11043
spelling-bee,2024-07-01T15:53:00,11115
spelling-bee,2024-07-01T15:54:00,11120
spelling-bee,2024-07-01T15:55:00,11106
spelling-bee,2024-07-01T15:56:00,10979
spelling-bee,2024-07-01T15:57:00,10994
spelling-bee,2024-07-01T15:58:00,10998
spelling-bee,2024-07-01T15:59:00,10855
spelling-bee,2024-07-01T16:00:00,10948
spelling-bee,2024-07-01T16:01:00,10956
spelling-bee,2024-07-01T16:02:00,10877
spelling-bee,2024-07-01T16:03:00,10791
spelling-bee,2024-07-01T16:04:00,10778
spelling-bee,2024-07-01T16:05:00,10802
spelling-bee,2024-07-01T16:06:00,10661
spelling-bee,2024-07-01T16:07:00,10758
spelling-bee,2024-07-01T16:08:00,10606
spelling-bee,2024-07-01T16:09:00,10646
spelling-bee,2024-07-01T16:10:00,10719
spelling-bee,2024-07-01T16:11:00,10664
spelling-bee,2024-07-01T16:12:00,10856
spelling-bee,2024-07-01T16:13:00,10636
spelling-bee,2024-07-01T16:14:00,10688
spelling-bee,2024-07-01T16:15:00,10581
spelling-bee,2024-07-01T16:16:00,10786
spelling-bee,2024-07-01T16:17:00,10738
spelling-bee,2024-07-01T16:18:00,10736
spelling-bee,2024-07-01T16:19:00,10756
spelling-bee,2024-07-01T16:20:00,10740
spelling-bee,2024-07-01T16:21:00,10661
spelling-bee,2024-07-01T16:22:00,10825
spelling-bee,2024-07-01T16:23:00,10707
spelling-bee,2024-07-01T16:24:00,10724
spelling-bee,2024-07-01T16:25:00,10690
spelling-bee,2024-07-01T16:26:00,10773
spelling-bee,2024-07-01T16:27:00,10911
spelling-bee,2024-07-01T16:28:00,10883
spelling-bee,2024-07-01T16:29:00,10974
spelling-bee,2024-07-01T16:30:00,10755
spelling-bee,2024-07-01T16:31:00,10900
spelling-bee,2024-07-01T16:32:00,10896
spelling-bee,2024-07-01T16:33:00,10950
spelling-bee,2024-07-01T16:34:00,10964
spelling-bee,2024-07-01T16:35:00,10972
spelling-bee,2024-07-01T16:36:00,11045
spelling-bee,2024-07-01T16:37:00,11018
spelling-bee,2024-07-01T16:38:00,10912
spelling-bee,2024-07-01T16:39:00,10880
spelling-bee,2024-07-01T16:40:00,10820
spelling-bee,2024-07-01T16:41:00,10883
spelling-bee,2024-07-01T16:42:00,10953
spelling-bee,2024-07-01T16:43:00,10935
spelling-bee,2024-07-01T16:44:00,10773
spelling-bee,2024-07-01T16:45:00,10970
spelling-bee,2024-07-01T16:46:00,10875
spelling-bee,2024-07-01T16:47:00,11076
spelling-bee,2024-07-01T16:48:00,10837
spelling-bee,2024-07-01T16:49:00,10727
spelling-bee,2024-07-01T16:50:00,10914
spelling-bee,2024-07-01T16:51:00,10930
spelling-bee,2024-07-01T16:52:00,10980
spelling-bee,2024-07-01T16:53:00,10794
spelling-bee,2024-07-01T16:54:00,10767
spelling-bee,2024-07-01T16:55:00,10972
spelling-bee,2024-07-01T16:56:00,10882
spelling-bee,2024-07-01T16:57:00,10963
spelling-bee,2024-07-01T16:58:00,10916
spelling-bee,2024-07-01T16:59:00,10887
spelling-bee,2024-07-01T17:00:00,10964
spelling-bee,2024-07-01T17:01:00,10617
spelling-bee,2024-07-01T17:02:00,10498
spelling-bee,2024-07-01T17:03:00,10632
spelling-bee,2024-07-01T17:04:00,10731
spelling-bee,2024-07-01T17:05:00,10650
spelling-bee,2024-07-01T17:06:00,10776
spelling-bee,2024-07-01T17:07:00,10709
spelling-bee,2024-07-01T17:08:00,10833
spelling-bee,2024-07-01T17:09:00,10636
spelling-bee,2024-07-01T17:10:00,10719
spelling-bee,2024-07-01T17:11:00,10920
spelling-bee,2024-07-01T17:12:00,10607
spelling-bee,2024-07-01T17:13:00,10532
spelling-bee,2024-07-01T17:14:00,10373
spelling-bee,2024-07-01T17:15:00,10634
spelling-bee,2024-07-01T17:16:00,10647
spelling-bee,2024-07-01T17:17:00,10600
spelling-bee,2024-07-01T17:18:00,10721
spelling-bee,2024-07-01T17:19:00,10771
spelling-bee,2024-07-01T17:20:00,10914
spelling-bee,2024-07-01T17:21:00,10628
spelling-bee,2024-07-01T17:22:00,10787
spelling-bee,2024-07-01T17:23:00,10946
spelling-bee,2024-07-01T17:24:00,10887
spelling-bee,2024-07-01T17:25:00,10758
spelling-bee,2024-07-01T17:26:00,10769
spelling-bee,2024-07-01T17:27:00,10636
spelling-bee,2024-07-01T17:28:00,10665
spelling-bee,2024-07-01T17:29:00,10846
spelling-bee,2024-07-01T17:30:00,10684
spelling-bee,2024-07-01T17:31:00,10510
spelling-bee,2024-07-01T17:32:00,10560
spelling-bee,2024-07-01T17:33:00,10521
spelling-bee,2024-07-01T17:34:00,10490
spelling-bee,2024-07-01T17:35:00,10464
spelling-bee,2024-07-01T17:36:00,10558
spelling-bee,2024-07-01T17:37:00,10486
spelling-bee,2024-07-01T17:38:00,10427
spelling-bee,2024-07-01T17:39:00,10293
spelling-bee,2024-07-01T17:40:00,10149
spelling-bee,2024-07-01T17:41:00,10037
spelling-bee,2024-07-01T17:42:00,10038
spelling-bee,2024-07-01T17:43:00,10158
spelling-bee,2024-07-01T17:44:00,10383
spelling-bee,2024-07-01T17:45:00,10310
spelling-bee,2024-07-01T17:46:00,10408
spelling-bee,2024-07-01T17:47:00,10320
spelling-bee,2024-07-01T17:48:00,10368
spelling-bee,2024-07-01T17:49:00,10402
spelling-bee,2024-07-01T17:50:00,10541
spelling-bee,2024-07-01T17:51:00,10571
spelling-bee,2024-07-01T17:52:00,10616
spelling-bee,2024-07-01T17:53:00,10624
spelling-bee,2024-07-01T17:54:00,10787
spelling-bee,2024-07-01T17:55:00,10589
spelling-bee,2024-07-01T17:56:00,10580
spelling-bee,2024-07-01T17:57:00,10520
spelling-bee,2024-07-01T17:58:00,10406
spelling-bee,2024-07-01T17:59:00,10345
spelling-bee,2024-07-01T18:00:00,10551
spelling-bee,2024-07-01T18:01:00,10439
spelling-bee,2024-07-01T18:02:00,10343
spelling-bee,2024-07-01T18:03:00,10362
spelling-bee,2024-07-01T18:04:00,10393
spelling-bee,2024-07-01T18:05:00,10461
spelling-bee,2024-07-01T18:06:00,10453
spelling-bee,2024-07-01T18:07:00,10349
spelling-bee,2024-07-01T18:08:00,10205
spelling-bee,2024-07-01T18:09:00,10251
spelling-bee,2024-07-01T18:10:00,10357
spelling-bee,2024-07-01T18:11:00,10132
spelling-bee,2024-07-01T18:12:00,10208
spelling-bee,2024-07-01T18:13:00,10177
spelling-bee,2024-07-01T18:14:00,10158
spelling-bee,2024-07-01T18:15:00,10316
spelling-bee,2024-07-01T18:16:00,10061
spelling-bee,2024-07-01T18:17:00,10147
spelling-bee,2024-07-01T18:18:00,10299
spelling-bee,2024-07-01T18:19:00,10285
spelling-bee,2024-07-01T18:20:00,10320
spelling-bee,2024-07-01T18:21:00,10402
spelling-bee,2024-07-01T18:22:00,10357
spelling-bee,2024-07-01T18:23:00,10356
spelling-bee,2024-07-01T18:24:00,10354
spelling-bee,2024-07-01T18:25:00,10236
spelling-bee,2024-07-01T18:26:00,10143
spelling-bee,2024-07-01T18:27:00,10157
spelling-bee,2024-07-01T18:28:00,10149
spelling-bee,2024-07-01T18:29:00,10145
spelling-bee,2024-07-01T18:30:00,10144
spelling-bee,2024-07-01T18:31:00,9867
spelling-bee,2024-07-01T18:32:00,9847
spelling-bee,2024-07-01T18:33:00,9915
spelling-bee,2024-07-01T18:34:00,9881
spelling-bee,2024-07-01T18:35:00,9805
spelling-bee,2024-07-01T18:36:00,10000
spelling-bee,2024-07-01T18:37:00,9931
spelling-bee,2024-07-01T18:38:00,9845
spelling-bee,2024-07-01T18:39:00,9895
spelling-bee,2024-07-01T18:40:00,9930
spelling-bee,2024-07-01T18:41:00,9836
spelling-bee,2024-07-01T18:42:00,9763
spelling-bee,2024-07-01T18:43:00,9764
spelling-bee,2024-07-01T18:44:00,9586
spelling-bee,2024-07-01T18:45:00,9807
spelling-bee,2024-07-01T18:46:00,9808
spelling-bee,2024-07-01T18:47:00,9863
spelling-bee,2024-07-01T18:48:00,10018
spelling-bee,2024-07-01T18:49:00,10025
spelling-bee,2024-07-01T18:50:00,9819
spelling-bee,2024-07-01T18:51:00,9778
spelling-bee,2024-07-01T18:52:00,9951
spelling-bee,2024-07-01T18:53:00,9766
spelling-bee,2024-07-01T18:54:00,9919
