whereItHappened,ts,f0_
game-page,2024-07-01T17:33:00,6479
game-page,2024-07-01T17:34:00,6568
game-page,2024-07-01T17:35:00,6525
game-page,2024-07-01T17:36:00,6583
game-page,2024-07-01T17:37:00,6521
game-page,2024-07-01T17:38:00,6559
game-page,2024-07-01T17:39:00,6442
game-page,2024-07-01T17:40:00,6381
game-page,2024-07-01T17:41:00,6427
game-page,2024-07-01T17:42:00,6330
game-page,2024-07-01T17:43:00,6523
game-page,2024-07-01T17:44:00,6380
game-page,2024-07-01T17:45:00,6377
game-page,2024-07-01T17:46:00,6510
game-page,2024-07-01T17:47:00,6484
game-page,2024-07-01T17:48:00,6405
game-page,2024-07-01T17:49:00,6501
game-page,2024-07-01T17:50:00,6474
game-page,2024-07-01T17:51:00,6382
game-page,2024-07-01T17:52:00,6480
game-page,2024-07-01T17:53:00,6412
game-page,2024-07-01T17:54:00,6513
game-page,2024-07-01T17:55:00,6470
game-page,2024-07-01T17:56:00,6449
game-page,2024-07-01T17:57:00,6606
game-page,2024-07-01T17:58:00,6514
game-page,2024-07-01T17:59:00,6471
game-page,2024-07-01T18:00:00,6471
game-page,2024-07-01T18:01:00,6495
game-page,2024-07-01T18:02:00,6217
game-page,2024-07-01T18:03:00,6244
game-page,2024-07-01T18:04:00,6310
game-page,2024-07-01T18:05:00,6235
game-page,2024-07-01T18:06:00,6316
game-page,2024-07-01T18:07:00,6356
game-page,2024-07-01T18:08:00,6255
game-page,2024-07-01T18:09:00,6215
game-page,2024-07-01T18:10:00,6222
game-page,2024-07-01T18:11:00,6300
game-page,2024-07-01T18:12:00,6261
game-page,2024-07-01T18:13:00,6265
game-page,2024-07-01T18:14:00,6249
game-page,2024-07-01T18:15:00,6374
game-page,2024-07-01T18:16:00,6246
game-page,2024-07-01T18:17:00,6153
game-page,2024-07-01T18:18:00,6232
game-page,2024-07-01T18:19:00,6293
game-page,2024-07-01T18:20:00,6303
game-page,2024-07-01T18:21:00,6307
game-page,2024-07-01T18:22:00,6295
game-page,2024-07-01T18:23:00,6273
game-page,2024-07-01T18:24:00,6184
game-page,2024-07-01T18:25:00,6251
game-page,2024-07-01T18:26:00,6221
game-page,2024-07-01T18:27:00,6252
game-page,2024-07-01T18:28:00,6198
game-page,2024-07-01T18:29:00,6088
game-page,2024-07-01T18:30:00,6141
game-page,2024-07-01T18:31:00,6218
game-page,2024-07-01T18:32:00,6146
game-page,2024-07-01T18:33:00,6196
game-page,2024-07-01T18:34:00,6092
game-page,2024-07-01T18:35:00,6205
game-page,2024-07-01T18:36:00,6252
game-page,2024-07-01T18:37:00,6191
game-page,2024-07-01T18:38:00,6205
game-page,2024-07-01T18:39:00,6142
game-page,2024-07-01T18:40:00,6248
game-page,2024-07-01T18:41:00,6211
game-page,2024-07-01T18:42:00,6208
game-page,2024-07-01T18:43:00,6254
game-page,2024-07-01T18:44:00,6328
game-page,2024-07-01T18:45:00,6324
game-page,2024-07-01T18:46:00,6307
game-page,2024-07-01T18:47:00,6186
game-page,2024-07-01T18:48:00,6272
game-page,2024-07-01T18:49:00,6207
game-page,2024-07-01T18:50:00,6198
game-page,2024-07-01T18:51:00,6271
game-page,2024-07-01T18:52:00,6230
game-page,2024-07-01T18:53:00,6201
game-page,2024-07-01T18:54:00,6200
game-page,2024-07-01T18:55:00,6305
game-page,2024-07-01T18:56:00,6210
game-page,2024-07-01T18:57:00,6214
game-page,2024-07-01T18:58:00,6137
game-page,2024-07-01T18:59:00,6252
game-page,2024-07-01T19:00:00,6199
game-page,2024-07-01T19:01:00,6216
game-page,2024-07-01T19:02:00,6097
game-page,2024-07-01T19:03:00,6065
game-page,2024-07-01T19:04:00,5987
game-page,2024-07-01T19:05:00,6025
game-page,2024-07-01T19:06:00,6013
game-page,2024-07-01T19:07:00,6175
game-page,2024-07-01T19:08:00,6132
game-page,2024-07-01T19:09:00,6101
game-page,2024-07-01T19:10:00,6153
game-page,2024-07-01T19:11:00,6094
game-page,2024-07-01T19:12:00,6115
game-page,2024-07-01T19:13:00,6136
game-page,2024-07-01T19:14:00,6109
game-page,2024-07-01T19:15:00,6159
game-page,2024-07-01T19:16:00,6238
game-page,2024-07-01T19:17:00,6130
game-page,2024-07-01T19:18:00,6157
game-page,2024-07-01T19:19:00,6079
game-page,2024-07-01T19:20:00,6061
game-page,2024-07-01T19:21:00,6200
game-page,2024-07-01T19:22:00,6047
game-page,2024-07-01T19:23:00,6118
game-page,2024-07-01T19:24:00,6110
game-page,2024-07-01T19:25:00,6153
game-page,2024-07-01T19:26:00,6146
game-page,2024-07-01T19:27:00,6119
game-page,2024-07-01T19:28:00,6239
game-page,2024-07-01T19:29:00,6182
game-page,2024-07-01T19:30:00,6189
game-page,2024-07-01T19:31:00,6254
game-page,2024-07-01T19:32:00,6048
game-page,2024-07-01T19:33:00,6124
game-page,2024-07-01T19:34:00,6275
game-page,2024-07-01T19:35:00,6161
game-page,2024-07-01T19:36:00,6179
game-page,2024-07-01T19:37:00,6274
game-page,2024-07-01T19:38:00,6091
game-page,2024-07-01T19:39:00,6119
game-page,2024-07-01T19:40:00,6189
game-page,2024-07-01T19:41:00,6246
game-page,2024-07-01T19:42:00,6205
game-page,2024-07-01T19:43:00,6310
game-page,2024-07-01T19:44:00,6240
game-page,2024-07-01T19:45:00,6317
game-page,2024-07-01T19:46:00,6260
game-page,2024-07-01T19:47:00,6327
game-page,2024-07-01T19:48:00,6424
game-page,2024-07-01T19:49:00,6285
game-page,2024-07-01T19:50:00,6254
game-page,2024-07-01T19:51:00,6341
game-page,2024-07-01T19:52:00,6290
game-page,2024-07-01T19:53:00,6391
game-page,2024-07-01T19:54:00,6339
game-page,2024-07-01T19:55:00,6330
game-page,2024-07-01T19:56:00,6344
game-page,2024-07-01T19:57:00,6345
game-page,2024-07-01T19:58:00,6420
game-page,2024-07-01T19:59:00,6375
game-page,2024-07-01T20:00:00,6482
game-page,2024-07-01T20:01:00,6306
game-page,2024-07-01T20:02:00,6420
game-page,2024-07-01T20:03:00,6374
game-page,2024-07-01T20:04:00,6368
game-page,2024-07-01T20:05:00,6394
game-page,2024-07-01T20:06:00,6383
game-page,2024-07-01T20:07:00,6278
game-page,2024-07-01T20:08:00,6421
game-page,2024-07-01T20:09:00,6375
game-page,2024-07-01T20:10:00,6336
game-page,2024-07-01T20:11:00,6484
game-page,2024-07-01T20:12:00,6395
game-page,2024-07-01T20:13:00,6457
game-page,2024-07-01T20:14:00,6537
game-page,2024-07-01T20:15:00,6431
game-page,2024-07-01T20:16:00,6440
game-page,2024-07-01T20:17:00,6398
game-page,2024-07-01T20:18:00,6348
game-page,2024-07-01T20:19:00,6518
game-page,2024-07-01T20:20:00,6499
game-page,2024-07-01T20:21:00,6520
game-page,2024-07-01T20:22:00,6683
game-page,2024-07-01T20:23:00,6670
game-page,2024-07-01T20:24:00,6645
game-page,2024-07-01T20:25:00,6656
game-page,2024-07-01T20:26:00,6559
game-page,2024-07-01T20:27:00,6658
game-page,2024-07-01T20:28:00,6601
game-page,2024-07-01T20:29:00,6545
game-page,2024-07-01T20:30:00,6653
game-page,2024-07-01T20:31:00,6642
game-page,2024-07-01T20:32:00,6699
game-page,2024-07-01T20:33:00,6712
game-page,2024-07-01T20:34:00,6675
game-page,2024-07-01T20:35:00,6667
game-page,2024-07-01T20:36:00,6696
game-page,2024-07-01T20:37:00,6720
game-page,2024-07-01T20:38:00,6688
game-page,2024-07-01T20:39:00,6716
game-page,2024-07-01T20:40:00,6674
game-page,2024-07-01T20:41:00,6744
game-page,2024-07-01T20:42:00,6725
game-page,2024-07-01T20:43:00,6748
game-page,2024-07-01T20:44:00,6845
game-page,2024-07-01T20:45:00,6967
game-page,2024-07-01T20:46:00,6903
game-page,2024-07-01T20:47:00,6957
game-page,2024-07-01T20:48:00,6941
game-page,2024-07-01T20:49:00,7007
game-page,2024-07-01T20:50:00,6865
game-page,2024-07-01T20:51:00,6917
game-page,2024-07-01T20:52:00,7083
game-page,2024-07-01T20:53:00,7082
game-page,2024-07-01T20:54:00,6887
game-page,2024-07-01T20:55:00,6942
game-page,2024-07-01T20:56:00,6922
game-page,2024-07-01T20:57:00,7070
game-page,2024-07-01T20:58:00,7039
game-page,2024-07-01T20:59:00,7015
game-page,2024-07-01T21:00:00,7002
game-page,2024-07-01T21:01:00,6962
game-page,2024-07-01T21:02:00,6935
game-page,2024-07-01T21:03:00,6973
game-page,2024-07-01T21:04:00,6895
game-page,2024-07-01T21:05:00,7073
game-page,2024-07-01T21:06:00,7050
game-page,2024-07-01T21:07:00,7028
game-page,2024-07-01T21:08:00,7052
game-page,2024-07-01T21:09:00,7149
game-page,2024-07-01T21:10:00,7086
game-page,2024-07-01T21:11:00,7120
game-page,2024-07-01T21:12:00,7215
game-page,2024-07-01T21:13:00,7169
game-page,2024-07-01T21:14:00,7021
game-page,2024-07-01T21:15:00,7214
game-page,2024-07-01T21:16:00,7041
game-page,2024-07-01T21:17:00,7223
game-page,2024-07-01T21:18:00,7075
game-page,2024-07-01T21:19:00,7222
game-page,2024-07-01T21:20:00,7245
game-page,2024-07-01T21:21:00,7243
game-page,2024-07-01T21:22:00,7274
game-page,2024-07-01T21:23:00,7234
game-page,2024-07-01T21:24:00,7349
game-page,2024-07-01T21:25:00,7372
game-page,2024-07-01T21:26:00,7299
game-page,2024-07-01T21:27:00,7287
game-page,2024-07-01T21:28:00,7277
game-page,2024-07-01T21:29:00,7439
game-page,2024-07-01T21:30:00,7512
game-page,2024-07-01T21:31:00,7304
game-page,2024-07-01T21:32:00,7415
game-page,2024-07-01T21:33:00,7357
game-page,2024-07-01T21:34:00,7337
game-page,2024-07-01T21:35:00,7455
game-page,2024-07-01T21:36:00,7382
game-page,2024-07-01T21:37:00,7440
game-page,2024-07-01T21:38:00,7482
game-page,2024-07-01T21:39:00,7506
game-page,2024-07-01T21:40:00,7390
game-page,2024-07-01T21:41:00,7473
game-page,2024-07-01T21:42:00,7387
game-page,2024-07-01T21:43:00,7408
game-page,2024-07-01T21:44:00,7573
game-page,2024-07-01T21:45:00,7558
game-page,2024-07-01T21:46:00,7528
game-page,2024-07-01T21:47:00,7522
game-page,2024-07-01T21:48:00,7476
game-page,2024-07-01T21:49:00,7515
game-page,2024-07-01T21:50:00,7514
game-page,2024-07-01T21:51:00,7488
game-page,2024-07-01T21:52:00,7693
game-page,2024-07-01T21:53:00,7682
game-page,2024-07-01T21:54:00,7531
game-page,2024-07-01T21:55:00,7647
game-page,2024-07-01T21:56:00,7640
game-page,2024-07-01T21:57:00,7638
game-page,2024-07-01T21:58:00,7623
game-page,2024-07-01T21:59:00,7764
game-page,2024-07-01T22:00:00,14652
game-page,2024-07-01T22:01:00,12481
game-page,2024-07-01T22:02:00,12388
game-page,2024-07-01T22:03:00,12360
game-page,2024-07-01T22:04:00,12663
game-page,2024-07-01T22:05:00,12848
game-page,2024-07-01T22:06:00,13233
game-page,2024-07-01T22:07:00,13254
game-page,2024-07-01T22:08:00,13746
game-page,2024-07-01T22:09:00,13737
game-page,2024-07-01T22:10:00,13774
game-page,2024-07-01T22:11:00,13880
game-page,2024-07-01T22:12:00,14111
game-page,2024-07-01T22:13:00,14124
game-page,2024-07-01T22:14:00,14269
game-page,2024-07-01T22:15:00,14160
game-page,2024-07-01T22:16:00,14241
game-page,2024-07-01T22:17:00,14221
game-page,2024-07-01T22:18:00,14358
game-page,2024-07-01T22:19:00,14497
game-page,2024-07-01T22:20:00,14363
game-page,2024-07-01T22:21:00,14384
game-page,2024-07-01T22:22:00,14196
game-page,2024-07-01T22:23:00,14399
game-page,2024-07-01T22:24:00,14208
game-page,2024-07-01T22:25:00,14028
game-page,2024-07-01T22:26:00,14010
game-page,2024-07-01T22:27:00,14013
game-page,2024-07-01T22:28:00,14133
game-page,2024-07-01T22:29:00,13716
game-page,2024-07-01T22:30:00,13618
game-page,2024-07-01T22:31:00,13637
game-page,2024-07-01T22:32:00,13473
game-page,2024-07-01T22:33:00,13387
game-page,2024-07-01T22:34:00,13408
game-page,2024-07-01T22:35:00,13438
game-page,2024-07-01T22:36:00,13105
game-page,2024-07-01T22:37:00,13032
game-page,2024-07-01T22:38:00,13050
game-page,2024-07-01T22:39:00,13090
game-page,2024-07-01T22:40:00,13104
game-page,2024-07-01T22:41:00,13040
game-page,2024-07-01T22:42:00,12876
game-page,2024-07-01T22:43:00,12822
game-page,2024-07-01T22:44:00,12527
game-page,2024-07-01T22:45:00,12389
game-page,2024-07-01T22:46:00,12461
game-page,2024-07-01T22:47:00,12484
game-page,2024-07-01T22:48:00,12469
game-page,2024-07-01T22:49:00,12470
game-page,2024-07-01T22:50:00,12401
game-page,2024-07-01T22:51:00,12094
game-page,2024-07-01T22:52:00,12060
game-page,2024-07-01T22:53:00,12065
game-page,2024-07-01T22:54:00,12123
game-page,2024-07-01T22:55:00,11855
game-page,2024-07-01T22:56:00,11903
game-page,2024-07-01T22:57:00,11869
game-page,2024-07-01T22:58:00,11831
game-page,2024-07-01T22:59:00,11687
game-page,2024-07-01T23:00:00,11731
game-page,2024-07-01T23:01:00,11543
game-page,2024-07-01T23:02:00,11470
game-page,2024-07-01T23:03:00,11519
game-page,2024-07-01T23:04:00,11434
game-page,2024-07-01T23:05:00,11310
game-page,2024-07-01T23:06:00,11174
game-page,2024-07-01T23:07:00,11202
game-page,2024-07-01T23:08:00,11109
game-page,2024-07-01T23:09:00,11124
game-page,2024-07-01T23:10:00,10954
game-page,2024-07-01T23:11:00,11049
game-page,2024-07-01T23:12:00,11012
game-page,2024-07-01T23:13:00,11050
game-page,2024-07-01T23:14:00,10994
game-page,2024-07-01T23:15:00,10761
game-page,2024-07-01T23:16:00,10715
game-page,2024-07-01T23:17:00,10918
game-page,2024-07-01T23:18:00,10635
game-page,2024-07-01T23:19:00,10608
game-page,2024-07-01T23:20:00,10517
game-page,2024-07-01T23:21:00,10596
game-page,2024-07-01T23:22:00,10679
game-page,2024-07-01T23:23:00,10469
game-page,2024-07-01T23:24:00,10349
game-page,2024-07-01T23:25:00,10347
game-page,2024-07-01T23:26:00,10378
game-page,2024-07-01T23:27:00,10438
game-page,2024-07-01T23:28:00,10296
game-page,2024-07-01T23:29:00,10004
game-page,2024-07-01T23:30:00,10085
game-page,2024-07-01T23:31:00,9922
game-page,2024-07-01T23:32:00,9859
game-page,2024-07-01T23:33:00,9830
game-page,2024-07-01T23:34:00,9834
game-page,2024-07-01T23:35:00,9686
game-page,2024-07-01T23:36:00,9584
game-page,2024-07-01T23:37:00,9694
game-page,2024-07-01T23:38:00,9582
game-page,2024-07-01T23:39:00,9527
game-page,2024-07-01T23:40:00,9410
game-page,2024-07-01T23:41:00,9316
game-page,2024-07-01T23:42:00,9266
game-page,2024-07-01T23:43:00,9211
game-page,2024-07-01T23:44:00,9203
game-page,2024-07-01T23:45:00,9232
game-page,2024-07-01T23:46:00,9330
game-page,2024-07-01T23:47:00,9026
game-page,2024-07-01T23:48:00,8997
game-page,2024-07-01T23:49:00,9003
game-page,2024-07-01T23:50:00,8931
game-page,2024-07-01T23:51:00,8949
game-page,2024-07-01T23:52:00,8964
game-page,2024-07-01T23:53:00,8941
game-page,2024-07-01T23:54:00,8756
game-page,2024-07-01T23:55:00,8747
game-page,2024-07-01T23:56:00,8750
game-page,2024-07-01T23:57:00,8647
game-page,2024-07-01T23:58:00,8429
game-page,2024-07-01T23:59:00,8598
letter-boxed,2024-07-01T00:00:00,1600
letter-boxed,2024-07-01T00:01:00,1194
letter-boxed,2024-07-01T00:02:00,1318
letter-boxed,2024-07-01T00:03:00,1288
letter-boxed,2024-07-01T00:04:00,1374
letter-boxed,2024-07-01T00:05:00,1392
letter-boxed,2024-07-01T00:06:00,1536
letter-boxed,2024-07-01T00:07:00,1614
letter-boxed,2024-07-01T00:08:00,1629
letter-boxed,2024-07-01T00:09:00,1547
letter-boxed,2024-07-01T00:10:00,1701
letter-boxed,2024-07-01T00:11:00,1763
letter-boxed,2024-07-01T00:12:00,1759
letter-boxed,2024-07-01T00:13:00,1781
letter-boxed,2024-07-01T00:14:00,1683
letter-boxed,2024-07-01T00:15:00,1765
letter-boxed,2024-07-01T00:16:00,1682
letter-boxed,2024-07-01T00:17:00,1778
letter-boxed,2024-07-01T00:18:00,1700
letter-boxed,2024-07-01T00:19:00,1749
letter-boxed,2024-07-01T00:20:00,1761
letter-boxed,2024-07-01T00:21:00,1778
letter-boxed,2024-07-01T00:22:00,1751
letter-boxed,2024-07-01T00:23:00,1739
letter-boxed,2024-07-01T00:24:00,1683
letter-boxed,2024-07-01T00:25:00,1732
letter-boxed,2024-07-01T00:26:00,1737
letter-boxed,2024-07-01T00:27:00,1731
letter-boxed,2024-07-01T00:28:00,1722
letter-boxed,2024-07-01T00:29:00,1740
letter-boxed,2024-07-01T00:30:00,1686
letter-boxed,2024-07-01T00:31:00,1684
letter-boxed,2024-07-01T00:32:00,1612
letter-boxed,2024-07-01T00:33:00,1582
letter-boxed,2024-07-01T00:34:00,1643
letter-boxed,2024-07-01T00:35:00,1639
letter-boxed,2024-07-01T00:36:00,1590
letter-boxed,2024-07-01T00:37:00,1607
letter-boxed,2024-07-01T00:38:00,1600
letter-boxed,2024-07-01T00:39:00,1620
letter-boxed,2024-07-01T00:40:00,1679
letter-boxed,2024-07-01T00:41:00,1550
letter-boxed,2024-07-01T00:42:00,1543
letter-boxed,2024-07-01T00:43:00,1581
letter-boxed,2024-07-01T00:44:00,1591
letter-boxed,2024-07-01T00:45:00,1532
letter-boxed,2024-07-01T00:46:00,1539
letter-boxed,2024-07-01T00:47:00,1532
letter-boxed,2024-07-01T00:48:00,1558
letter-boxed,2024-07-01T00:49:00,1542
letter-boxed,2024-07-01T00:50:00,1560
letter-boxed,2024-07-01T00:51:00,1428
letter-boxed,2024-07-01T00:52:00,1482
letter-boxed,2024-07-01T00:53:00,1482
letter-boxed,2024-07-01T00:54:00,1419
letter-boxed,2024-07-01T00:55:00,1522
letter-boxed,2024-07-01T00:56:00,1416
letter-boxed,2024-07-01T00:57:00,1530
letter-boxed,2024-07-01T00:58:00,1494
letter-boxed,2024-07-01T00:59:00,1517
letter-boxed,2024-07-01T01:00:00,1414
letter-boxed,2024-07-01T01:01:00,1398
letter-boxed,2024-07-01T01:02:00,1395
letter-boxed,2024-07-01T01:03:00,1398
letter-boxed,2024-07-01T01:04:00,1362
letter-boxed,2024-07-01T01:05:00,1365
letter-boxed,2024-07-01T01:06:00,1403
letter-boxed,2024-07-01T01:07:00,1415
letter-boxed,2024-07-01T01:08:00,1397
letter-boxed,2024-07-01T01:09:00,1374
letter-boxed,2024-07-01T01:10:00,1332
letter-boxed,2024-07-01T01:11:00,1401
letter-boxed,2024-07-01T01:12:00,1427
letter-boxed,2024-07-01T01:13:00,1404
letter-boxed,2024-07-01T01:14:00,1419
letter-boxed,2024-07-01T01:15:00,1440
letter-boxed,2024-07-01T01:16:00,1486
letter-boxed,2024-07-01T01:17:00,1401
letter-boxed,2024-07-01T01:18:00,1360
letter-boxed,2024-07-01T01:19:00,1395
letter-boxed,2024-07-01T01:20:00,1375
letter-boxed,2024-07-01T01:21:00,1388
letter-boxed,2024-07-01T01:22:00,1324
letter-boxed,2024-07-01T01:23:00,1359
letter-boxed,2024-07-01T01:24:00,1375
letter-boxed,2024-07-01T01:25:00,1278
letter-boxed,2024-07-01T01:26:00,1351
letter-boxed,2024-07-01T01:27:00,1361
letter-boxed,2024-07-01T01:28:00,1320
letter-boxed,2024-07-01T01:29:00,1361
letter-boxed,2024-07-01T01:30:00,1282
letter-boxed,2024-07-01T01:31:00,1319
letter-boxed,2024-07-01T01:32:00,1307
letter-boxed,2024-07-01T01:33:00,1347
letter-boxed,2024-07-01T01:34:00,1282
letter-boxed,2024-07-01T01:35:00,1328
letter-boxed,2024-07-01T01:36:00,1345
letter-boxed,2024-07-01T01:37:00,1315
letter-boxed,2024-07-01T01:38:00,1263
letter-boxed,2024-07-01T01:39:00,1341
letter-boxed,2024-07-01T01:40:00,1326
letter-boxed,2024-07-01T01:41:00,1305
letter-boxed,2024-07-01T01:42:00,1299
letter-boxed,2024-07-01T01:43:00,1346
letter-boxed,2024-07-01T01:44:00,1287
letter-boxed,2024-07-01T01:45:00,1285
letter-boxed,2024-07-01T01:46:00,1354
letter-boxed,2024-07-01T01:47:00,1314
letter-boxed,2024-07-01T01:48:00,1335
letter-boxed,2024-07-01T01:49:00,1310
letter-boxed,2024-07-01T01:50:00,1325
letter-boxed,2024-07-01T01:51:00,1264
letter-boxed,2024-07-01T01:52:00,1266
letter-boxed,2024-07-01T01:53:00,1220
letter-boxed,2024-07-01T01:54:00,1273
letter-boxed,2024-07-01T01:55:00,1203
letter-boxed,2024-07-01T01:56:00,1222
letter-boxed,2024-07-01T01:57:00,1195
letter-boxed,2024-07-01T01:58:00,1214
letter-boxed,2024-07-01T01:59:00,1273
letter-boxed,2024-07-01T02:00:00,1262
letter-boxed,2024-07-01T02:01:00,1158
letter-boxed,2024-07-01T02:02:00,1195
letter-boxed,2024-07-01T02:03:00,1225
letter-boxed,2024-07-01T02:04:00,1194
letter-boxed,2024-07-01T02:05:00,1163
letter-boxed,2024-07-01T02:06:00,1243
letter-boxed,2024-07-01T02:07:00,1184
letter-boxed,2024-07-01T02:08:00,1149
letter-boxed,2024-07-01T02:09:00,1145
letter-boxed,2024-07-01T02:10:00,1162
letter-boxed,2024-07-01T02:11:00,1159
letter-boxed,2024-07-01T02:12:00,1191
letter-boxed,2024-07-01T02:13:00,1153
letter-boxed,2024-07-01T02:14:00,1120
letter-boxed,2024-07-01T02:15:00,1202
letter-boxed,2024-07-01T02:16:00,1159
letter-boxed,2024-07-01T02:17:00,1183
letter-boxed,2024-07-01T02:18:00,1157
letter-boxed,2024-07-01T02:19:00,1091
letter-boxed,2024-07-01T02:20:00,1175
letter-boxed,2024-07-01T02:21:00,1170
letter-boxed,2024-07-01T02:22:00,1163
letter-boxed,2024-07-01T02:23:00,1178
letter-boxed,2024-07-01T02:24:00,1161
letter-boxed,2024-07-01T02:25:00,1160
letter-boxed,2024-07-01T02:26:00,1218
letter-boxed,2024-07-01T02:27:00,1174
letter-boxed,2024-07-01T02:28:00,1217
letter-boxed,2024-07-01T02:29:00,1133
letter-boxed,2024-07-01T02:30:00,1241
letter-boxed,2024-07-01T02:31:00,1191
letter-boxed,2024-07-01T02:32:00,1178
letter-boxed,2024-07-01T02:33:00,1159
letter-boxed,2024-07-01T02:34:00,1152
letter-boxed,2024-07-01T02:35:00,1159
letter-boxed,2024-07-01T02:36:00,1146
letter-boxed,2024-07-01T02:37:00,1129
letter-boxed,2024-07-01T02:38:00,1179
letter-boxed,2024-07-01T02:39:00,1093
letter-boxed,2024-07-01T02:40:00,1092
letter-boxed,2024-07-01T02:41:00,1156
letter-boxed,2024-07-01T02:42:00,1122
letter-boxed,2024-07-01T02:43:00,1122
letter-boxed,2024-07-01T02:44:00,1131
letter-boxed,2024-07-01T02:45:00,1181
letter-boxed,2024-07-01T02:46:00,1155
letter-boxed,2024-07-01T02:47:00,1161
letter-boxed,2024-07-01T02:48:00,1136
letter-boxed,2024-07-01T02:49:00,1166
letter-boxed,2024-07-01T02:50:00,1171
letter-boxed,2024-07-01T02:51:00,1091
letter-boxed,2024-07-01T02:52:00,1130
letter-boxed,2024-07-01T02:53:00,1145
letter-boxed,2024-07-01T02:54:00,1169
letter-boxed,2024-07-01T02:55:00,1208
letter-boxed,2024-07-01T02:56:00,1185
letter-boxed,2024-07-01T02:57:00,1140
letter-boxed,2024-07-01T02:58:00,1134
letter-boxed,2024-07-01T02:59:00,1170
letter-boxed,2024-07-01T03:00:00,1253
letter-boxed,2024-07-01T03:01:00,1318
letter-boxed,2024-07-01T03:02:00,1295
letter-boxed,2024-07-01T03:03:00,1477
letter-boxed,2024-07-01T03:04:00,1594
letter-boxed,2024-07-01T03:05:00,1618
letter-boxed,2024-07-01T03:06:00,1703
letter-boxed,2024-07-01T03:07:00,1713
letter-boxed,2024-07-01T03:08:00,1700
letter-boxed,2024-07-01T03:09:00,1791
letter-boxed,2024-07-01T03:10:00,1834
letter-boxed,2024-07-01T03:11:00,1820
letter-boxed,2024-07-01T03:12:00,1838
letter-boxed,2024-07-01T03:13:00,1773
letter-boxed,2024-07-01T03:14:00,1787
letter-boxed,2024-07-01T03:15:00,1882
letter-boxed,2024-07-01T03:16:00,1801
letter-boxed,2024-07-01T03:17:00,1823
letter-boxed,2024-07-01T03:18:00,1788
letter-boxed,2024-07-01T03:19:00,1749
letter-boxed,2024-07-01T03:20:00,1735
letter-boxed,2024-07-01T03:21:00,1772
letter-boxed,2024-07-01T03:22:00,1769
letter-boxed,2024-07-01T03:23:00,1730
letter-boxed,2024-07-01T03:24:00,1684
letter-boxed,2024-07-01T03:25:00,1724
letter-boxed,2024-07-01T03:26:00,1740
letter-boxed,2024-07-01T03:27:00,1697
letter-boxed,2024-07-01T03:28:00,1702
letter-boxed,2024-07-01T03:29:00,1665
letter-boxed,2024-07-01T03:30:00,1704
letter-boxed,2024-07-01T03:31:00,1684
letter-boxed,2024-07-01T03:32:00,1659
letter-boxed,2024-07-01T03:33:00,1565
letter-boxed,2024-07-01T03:34:00,1652
letter-boxed,2024-07-01T03:35:00,1624
letter-boxed,2024-07-01T03:36:00,1661
letter-boxed,2024-07-01T03:37:00,1576
letter-boxed,2024-07-01T03:38:00,1543
letter-boxed,2024-07-01T03:39:00,1637
letter-boxed,2024-07-01T03:40:00,1566
letter-boxed,2024-07-01T03:41:00,1624
letter-boxed,2024-07-01T03:42:00,1605
letter-boxed,2024-07-01T03:43:00,1619
letter-boxed,2024-07-01T03:44:00,1564
letter-boxed,2024-07-01T03:45:00,1501
letter-boxed,2024-07-01T03:46:00,1568
letter-boxed,2024-07-01T03:47:00,1506
letter-boxed,2024-07-01T03:48:00,1568
letter-boxed,2024-07-01T03:49:00,1519
letter-boxed,2024-07-01T03:50:00,1487
letter-boxed,2024-07-01T03:51:00,1443
letter-boxed,2024-07-01T03:52:00,1484
letter-boxed,2024-07-01T03:53:00,1536
letter-boxed,2024-07-01T03:54:00,1490
letter-boxed,2024-07-01T03:55:00,1537
letter-boxed,2024-07-01T03:56:00,1452
letter-boxed,2024-07-01T03:57:00,1515
letter-boxed,2024-07-01T03:58:00,1462
letter-boxed,2024-07-01T03:59:00,1506
letter-boxed,2024-07-01T04:00:00,1465
letter-boxed,2024-07-01T04:01:00,1499
letter-boxed,2024-07-01T04:02:00,1455
letter-boxed,2024-07-01T04:03:00,1506
letter-boxed,2024-07-01T04:04:00,1475
letter-boxed,2024-07-01T04:05:00,1496
letter-boxed,2024-07-01T04:06:00,1542
letter-boxed,2024-07-01T04:07:00,1471
letter-boxed,2024-07-01T04:08:00,1457
letter-boxed,2024-07-01T04:09:00,1386
letter-boxed,2024-07-01T04:10:00,1460
letter-boxed,2024-07-01T04:11:00,1388
letter-boxed,2024-07-01T04:12:00,1413
letter-boxed,2024-07-01T04:13:00,1424
letter-boxed,2024-07-01T04:14:00,1443
letter-boxed,2024-07-01T04:15:00,1414
letter-boxed,2024-07-01T04:16:00,1437
letter-boxed,2024-07-01T04:17:00,1410
letter-boxed,2024-07-01T04:18:00,1381
letter-boxed,2024-07-01T04:19:00,1362
letter-boxed,2024-07-01T04:20:00,1383
letter-boxed,2024-07-01T04:21:00,1417
letter-boxed,2024-07-01T04:22:00,1401
letter-boxed,2024-07-01T04:23:00,1327
letter-boxed,2024-07-01T04:24:00,1362
letter-boxed,2024-07-01T04:25:00,1329
letter-boxed,2024-07-01T04:26:00,1315
letter-boxed,2024-07-01T04:27:00,1388
letter-boxed,2024-07-01T04:28:00,1340
letter-boxed,2024-07-01T04:29:00,1361
letter-boxed,2024-07-01T04:30:00,1383
